"INS_INF","INFORMANTE","RESPONSAVEL_BP","COLETOR","NM_INFORMANTE","INSUMO","NM_INSUMO","CARACT_INSUMO","MARCA","PAIS","REGIAO","UF","MUNICIPIO","COTACAO","SAZONALIDADE","TIPO_ESTABELECIMENTO","TP_PRECO","PERIODICIDADE","JOB_UTILIZADO","ITEM_UTILIZADO","DATA_PRECO","PRECO"
1512903,89026,TEBAR,TEBAR,LAPINHA COMERCIAL DE ALIMENTOS EIRELI,452,TOMATE FRESCO OU REFRIGERADO,,,BR,NE,BA,SDR,U,,MERCEARIAS E QUITANDAS,VV,M9,IPC,"110371001",2023-03-29 00:00:00.000,2.99
1512903,89026,TEBAR,TEBAR,LAPINHA COMERCIAL DE ALIMENTOS EIRELI,452,TOMATE FRESCO OU REFRIGERADO,,,BR,NE,BA,SDR,U,,MERCEARIAS E QUITANDAS,VV,M9,IPC,"110371001",2023-01-09 00:00:00.000,6.49
1512903,89026,TEBAR,TEBAR,LAPINHA COMERCIAL DE ALIMENTOS EIRELI,452,TOMATE FRESCO OU REFRIGERADO,,,BR,NE,BA,SDR,U,,MERCEARIAS E QUITANDAS,VV,M9,IPC,"110371001",2022-10-19 00:00:00.000,2.99
1512903,89026,TEBAR,TEBAR,LAPINHA COMERCIAL DE ALIMENTOS EIRELI,452,TOMATE FRESCO OU REFRIGERADO,,,BR,NE,BA,SDR,U,,MERCEARIAS E QUITANDAS,VV,M9,IPC,"110371001",2022-09-29 00:00:00.000,3.79
1512903,89026,TEBAR,TEBAR,LAPINHA COMERCIAL DE ALIMENTOS EIRELI,452,TOMATE FRESCO OU REFRIGERADO,,,BR,NE,BA,SDR,U,,MERCEARIAS E QUITANDAS,VV,M9,IPC,"110371001",2022-04-29 00:00:00.000,5.49
1512903,89026,TEBAR,TEBAR,LAPINHA COMERCIAL DE ALIMENTOS EIRELI,452,TOMATE FRESCO OU REFRIGERADO,,,BR,NE,BA,SDR,U,,MERCEARIAS E QUITANDAS,VV,M9,IPC,"110371001",2021-12-29 00:00:00.000,6.19
1512903,89026,TEBAR,TEBAR,LAPINHA COMERCIAL DE ALIMENTOS EIRELI,452,TOMATE FRESCO OU REFRIGERADO,,,BR,NE,BA,SDR,U,,MERCEARIAS E QUITANDAS,VV,M9,IPC,"110371001",2021-11-29 00:00:00.000,5.99
1518651,71983,JOELI,JOELI,BOM PREÇO SUPERMERCADOS LTDA,452,TOMATE FRESCO OU REFRIGERADO,,,BR,NE,BA,SDR,U,,SUPERMERCADOS E HIPERMERCADOS,VV,M4,IPC,"110371001",2023-11-14 00:00:00.000,6.96
1518651,71983,JOELI,JOELI,BOM PREÇO SUPERMERCADOS LTDA,452,TOMATE FRESCO OU REFRIGERADO,,,BR,NE,BA,SDR,U,,SUPERMERCADOS E HIPERMERCADOS,VV,M4,IPC,"110371001",2023-10-24 00:00:00.000,6.99
1518651,71983,JOELI,JOELI,BOM PREÇO SUPERMERCADOS LTDA,452,TOMATE FRESCO OU REFRIGERADO,,,BR,NE,BA,SDR,U,,SUPERMERCADOS E HIPERMERCADOS,VV,M4,IPC,"110371001",2023-08-24 00:00:00.000,7.99
1518651,71983,JOELI,JOELI,BOM PREÇO SUPERMERCADOS LTDA,452,TOMATE FRESCO OU REFRIGERADO,,,BR,NE,BA,SDR,U,,SUPERMERCADOS E HIPERMERCADOS,VV,M4,IPC,"110371001",2023-06-24 00:00:00.000,7.99
1518651,71983,JOELI,JOELI,BOM PREÇO SUPERMERCADOS LTDA,452,TOMATE FRESCO OU REFRIGERADO,,,BR,NE,BA,SDR,U,,SUPERMERCADOS E HIPERMERCADOS,VV,M4,IPC,"110371001",2022-12-14 00:00:00.000,5.49
1518651,71983,JOELI,JOELI,BOM PREÇO SUPERMERCADOS LTDA,452,TOMATE FRESCO OU REFRIGERADO,,,BR,NE,BA,SDR,U,,SUPERMERCADOS E HIPERMERCADOS,VV,M4,IPC,"110371001",2022-10-14 00:00:00.000,4.79
1518651,71983,JOELI,JOELI,BOM PREÇO SUPERMERCADOS LTDA,452,TOMATE FRESCO OU REFRIGERADO,,,BR,NE,BA,SDR,U,,SUPERMERCADOS E HIPERMERCADOS,VV,M4,IPC,"110371001",2022-07-04 00:00:00.000,8.29
1518651,71983,JOELI,JOELI,BOM PREÇO SUPERMERCADOS LTDA,452,TOMATE FRESCO OU REFRIGERADO,,,BR,NE,BA,SDR,U,,SUPERMERCADOS E HIPERMERCADOS,VV,M4,IPC,"110371001",2022-02-04 00:00:00.000,8.69
1518651,71983,JOELI,JOELI,BOM PREÇO SUPERMERCADOS LTDA,452,TOMATE FRESCO OU REFRIGERADO,,,BR,NE,BA,SDR,U,,SUPERMERCADOS E HIPERMERCADOS,VV,M4,IPC,"110371001",2021-12-04 00:00:00.000,8.19
1515946,89220,MARFE,MARFE,BOMPRECO BAHIA SUPERMERCADOS LTDA,452,TOMATE FRESCO OU REFRIGERADO,,,BR,NE,BA,SDR,U,,SUPERMERCADOS E HIPERMERCADOS,VV,M25,IPC,"110371001",2023-10-25 00:00:00.000,6.99
1515946,89220,MARFE,MARFE,BOMPRECO BAHIA SUPERMERCADOS LTDA,452,TOMATE FRESCO OU REFRIGERADO,,,BR,NE,BA,SDR,U,,SUPERMERCADOS E HIPERMERCADOS,VV,M25,IPC,"110371001",2022-11-25 00:00:00.000,5.49
1515914,87527,MARFE,MARFE,SERRANA EMPREENDIMENTOS E PARTICIPACOES LTDA,452,TOMATE FRESCO OU REFRIGERADO,,,BR,NE,BA,SDR,U,,SUPERMERCADOS E HIPERMERCADOS,VV,M0,IPC,"110371001",2023-06-20 00:00:00.000,9.99
1515914,87527,MARFE,MARFE,SERRANA EMPREENDIMENTOS E PARTICIPACOES LTDA,452,TOMATE FRESCO OU REFRIGERADO,,,BR,NE,BA,SDR,U,,SUPERMERCADOS E HIPERMERCADOS,VV,M0,IPC,"110371001",2022-12-10 00:00:00.000,6.98
1515914,87527,MARFE,MARFE,SERRANA EMPREENDIMENTOS E PARTICIPACOES LTDA,452,TOMATE FRESCO OU REFRIGERADO,,,BR,NE,BA,SDR,U,,SUPERMERCADOS E HIPERMERCADOS,VV,M0,IPC,"110371001",2022-10-10 00:00:00.000,6.98
1515914,87527,MARFE,MARFE,SERRANA EMPREENDIMENTOS E PARTICIPACOES LTDA,452,TOMATE FRESCO OU REFRIGERADO,,,BR,NE,BA,SDR,U,,SUPERMERCADOS E HIPERMERCADOS,VV,M0,IPC,"110371001",2022-05-10 00:00:00.000,9.98
1515914,87527,MARFE,MARFE,SERRANA EMPREENDIMENTOS E PARTICIPACOES LTDA,452,TOMATE FRESCO OU REFRIGERADO,,,BR,NE,BA,SDR,U,,SUPERMERCADOS E HIPERMERCADOS,VV,M0,IPC,"110371001",2021-11-20 00:00:00.000,7.98
1515885,84414,MARFE,MARFE,R.G. DE SOUZA COMERCIAL DE ALIMENTOS,452,TOMATE FRESCO OU REFRIGERADO,,,BR,NE,BA,SDR,U,,SUPERMERCADOS E HIPERMERCADOS,VV,M5,IPC,"110371001",2023-11-25 00:00:00.000,2.99
1515885,84414,MARFE,MARFE,R.G. DE SOUZA COMERCIAL DE ALIMENTOS,452,TOMATE FRESCO OU REFRIGERADO,,,BR,NE,BA,SDR,U,,SUPERMERCADOS E HIPERMERCADOS,VV,M5,IPC,"110371001",2023-05-25 00:00:00.000,3.99
1515885,84414,MARFE,MARFE,R.G. DE SOUZA COMERCIAL DE ALIMENTOS,452,TOMATE FRESCO OU REFRIGERADO,,,BR,NE,BA,SDR,U,,SUPERMERCADOS E HIPERMERCADOS,VV,M5,IPC,"110371001",2022-11-05 00:00:00.000,1.99
1515885,84414,MARFE,MARFE,R.G. DE SOUZA COMERCIAL DE ALIMENTOS,452,TOMATE FRESCO OU REFRIGERADO,,,BR,NE,BA,SDR,U,,SUPERMERCADOS E HIPERMERCADOS,VV,M5,IPC,"110371001",2022-08-05 00:00:00.000,1.99
1515885,84414,MARFE,MARFE,R.G. DE SOUZA COMERCIAL DE ALIMENTOS,452,TOMATE FRESCO OU REFRIGERADO,,,BR,NE,BA,SDR,U,,SUPERMERCADOS E HIPERMERCADOS,VV,M5,IPC,"110371001",2022-08-15 00:00:00.000,1.49
1515885,84414,MARFE,MARFE,R.G. DE SOUZA COMERCIAL DE ALIMENTOS,452,TOMATE FRESCO OU REFRIGERADO,,,BR,NE,BA,SDR,U,,SUPERMERCADOS E HIPERMERCADOS,VV,M5,IPC,"110371001",2022-05-05 00:00:00.000,4.99
1515885,84414,MARFE,MARFE,R.G. DE SOUZA COMERCIAL DE ALIMENTOS,452,TOMATE FRESCO OU REFRIGERADO,,,BR,NE,BA,SDR,U,,SUPERMERCADOS E HIPERMERCADOS,VV,M5,IPC,"110371001",2022-04-05 00:00:00.000,7.99
1515885,84414,MARFE,MARFE,R.G. DE SOUZA COMERCIAL DE ALIMENTOS,452,TOMATE FRESCO OU REFRIGERADO,,,BR,NE,BA,SDR,U,,SUPERMERCADOS E HIPERMERCADOS,VV,M5,IPC,"110371001",2022-03-25 00:00:00.000,4.99
1515885,84414,MARFE,MARFE,R.G. DE SOUZA COMERCIAL DE ALIMENTOS,452,TOMATE FRESCO OU REFRIGERADO,,,BR,NE,BA,SDR,U,,SUPERMERCADOS E HIPERMERCADOS,VV,M5,IPC,"110371001",2022-02-05 00:00:00.000,3.99
1515885,84414,MARFE,MARFE,R.G. DE SOUZA COMERCIAL DE ALIMENTOS,452,TOMATE FRESCO OU REFRIGERADO,,,BR,NE,BA,SDR,U,,SUPERMERCADOS E HIPERMERCADOS,VV,M5,IPC,"110371001",2021-11-25 00:00:00.000,3.99
1515885,84414,MARFE,MARFE,R.G. DE SOUZA COMERCIAL DE ALIMENTOS,452,TOMATE FRESCO OU REFRIGERADO,,,BR,NE,BA,SDR,U,,SUPERMERCADOS E HIPERMERCADOS,VV,M5,IPC,"110371001",2021-11-05 00:00:00.000,3.99
1120788,66972,NESIL,NESIL,CENCOSUD BRASIL COMERCIAL LTDA,452,TOMATE FRESCO OU REFRIGERADO,,,BR,NE,BA,SDR,U,,SUPERMERCADOS E HIPERMERCADOS,VV,M7,IPC,"110371001",2023-11-17 00:00:00.000,8.99
1120788,66972,NESIL,NESIL,CENCOSUD BRASIL COMERCIAL LTDA,452,TOMATE FRESCO OU REFRIGERADO,,,BR,NE,BA,SDR,U,,SUPERMERCADOS E HIPERMERCADOS,VV,M7,IPC,"110371001",2023-08-27 00:00:00.000,6.99
1120788,66972,NESIL,NESIL,CENCOSUD BRASIL COMERCIAL LTDA,452,TOMATE FRESCO OU REFRIGERADO,,,BR,NE,BA,SDR,U,,SUPERMERCADOS E HIPERMERCADOS,VV,M7,IPC,"110371001",2023-08-17 00:00:00.000,8.99
1120788,66972,NESIL,NESIL,CENCOSUD BRASIL COMERCIAL LTDA,452,TOMATE FRESCO OU REFRIGERADO,,,BR,NE,BA,SDR,U,,SUPERMERCADOS E HIPERMERCADOS,VV,M7,IPC,"110371001",2023-07-27 00:00:00.000,8.99
1120788,66972,NESIL,NESIL,CENCOSUD BRASIL COMERCIAL LTDA,452,TOMATE FRESCO OU REFRIGERADO,,,BR,NE,BA,SDR,U,,SUPERMERCADOS E HIPERMERCADOS,VV,M7,IPC,"110371001",2023-05-27 00:00:00.000,5.99
1120788,66972,NESIL,JUMEL,CENCOSUD BRASIL COMERCIAL LTDA,452,TOMATE FRESCO OU REFRIGERADO,,,BR,NE,BA,SDR,U,,SUPERMERCADOS E HIPERMERCADOS,VV,M7,IPC,"110371001",2022-09-17 00:00:00.000,3.99
1120788,66972,NESIL,JUMEL,CENCOSUD BRASIL COMERCIAL LTDA,452,TOMATE FRESCO OU REFRIGERADO,,,BR,NE,BA,SDR,U,,SUPERMERCADOS E HIPERMERCADOS,VV,M7,IPC,"110371001",2022-06-07 00:00:00.000,7.99
1120788,66972,NESIL,JUMEL,CENCOSUD BRASIL COMERCIAL LTDA,452,TOMATE FRESCO OU REFRIGERADO,,,BR,NE,BA,SDR,U,,SUPERMERCADOS E HIPERMERCADOS,VV,M7,IPC,"110371001",2022-05-27 00:00:00.000,9.95
1120788,66972,NESIL,JUMEL,CENCOSUD BRASIL COMERCIAL LTDA,452,TOMATE FRESCO OU REFRIGERADO,,,BR,NE,BA,SDR,U,,SUPERMERCADOS E HIPERMERCADOS,VV,M7,IPC,"110371001",2022-02-07 00:00:00.000,8.9
1120788,66972,NESIL,CRIOL,CENCOSUD BRASIL COMERCIAL LTDA,452,TOMATE FRESCO OU REFRIGERADO,,,BR,NE,BA,SDR,U,,SUPERMERCADOS E HIPERMERCADOS,VV,M7,IPC,"110371001",2021-12-07 00:00:00.000,6.9
846834,48522,JOELI,JOELI,BOMPREÇO BAHIA SUPERMERCADOS LTDA,452,TOMATE FRESCO OU REFRIGERADO,,,BR,NE,BA,SDR,U,,SUPERMERCADOS E HIPERMERCADOS,VV,M8,IPC,"110371001",2023-10-08 00:00:00.000,8.99
846834,48522,JOELI,JOELI,BOMPREÇO BAHIA SUPERMERCADOS LTDA,452,TOMATE FRESCO OU REFRIGERADO,,,BR,NE,BA,SDR,U,,SUPERMERCADOS E HIPERMERCADOS,VV,M8,IPC,"110371001",2023-07-28 00:00:00.000,8.99
846834,48522,JOELI,JOELI,BOMPREÇO BAHIA SUPERMERCADOS LTDA,452,TOMATE FRESCO OU REFRIGERADO,,,BR,NE,BA,SDR,U,,SUPERMERCADOS E HIPERMERCADOS,VV,M8,IPC,"110371001",2023-04-18 00:00:00.000,6.99
846834,48522,JOELI,JOELI,BOMPREÇO BAHIA SUPERMERCADOS LTDA,452,TOMATE FRESCO OU REFRIGERADO,,,BR,NE,BA,SDR,U,,SUPERMERCADOS E HIPERMERCADOS,VV,M8,IPC,"110371001",2022-12-08 00:00:00.000,5.89
846834,48522,JOELI,JOELI,BOMPREÇO BAHIA SUPERMERCADOS LTDA,452,TOMATE FRESCO OU REFRIGERADO,,,BR,NE,BA,SDR,U,,SUPERMERCADOS E HIPERMERCADOS,VV,M8,IPC,"110371001",2022-09-08 00:00:00.000,5.99
846834,48522,JOELI,JOELI,BOMPREÇO BAHIA SUPERMERCADOS LTDA,452,TOMATE FRESCO OU REFRIGERADO,,,BR,NE,BA,SDR,U,,SUPERMERCADOS E HIPERMERCADOS,VV,M8,IPC,"110371001",2022-07-28 00:00:00.000,5.99
846834,48522,JOELI,JOELI,BOMPREÇO BAHIA SUPERMERCADOS LTDA,452,TOMATE FRESCO OU REFRIGERADO,,,BR,NE,BA,SDR,U,,SUPERMERCADOS E HIPERMERCADOS,VV,M8,IPC,"110371001",2022-04-08 00:00:00.000,9.39
846834,48522,JOELI,JOELI,BOMPREÇO BAHIA SUPERMERCADOS LTDA,452,TOMATE FRESCO OU REFRIGERADO,,,BR,NE,BA,SDR,U,,SUPERMERCADOS E HIPERMERCADOS,VV,M8,IPC,"110371001",2022-02-28 00:00:00.000,8.19
846834,48522,JOELI,JOELI,BOMPREÇO BAHIA SUPERMERCADOS LTDA,452,TOMATE FRESCO OU REFRIGERADO,,,BR,NE,BA,SDR,U,,SUPERMERCADOS E HIPERMERCADOS,VV,M8,IPC,"110371001",2021-12-18 00:00:00.000,6.19
846834,48522,JOELI,JOELI,BOMPREÇO BAHIA SUPERMERCADOS LTDA,452,TOMATE FRESCO OU REFRIGERADO,,,BR,NE,BA,SDR,U,,SUPERMERCADOS E HIPERMERCADOS,VV,M8,IPC,"110371001",2021-12-08 00:00:00.000,7.19
846834,48522,JOELI,JOELI,BOMPREÇO BAHIA SUPERMERCADOS LTDA,452,TOMATE FRESCO OU REFRIGERADO,,,BR,NE,BA,SDR,U,,SUPERMERCADOS E HIPERMERCADOS,VV,M8,IPC,"110371001",2021-11-08 00:00:00.000,7.19
664053,40270,EZITO,EZITO,MERCANTIL RODRIGUES LTDA,452,TOMATE FRESCO OU REFRIGERADO,,,BR,NE,BA,SDR,U,,SUPERMERCADOS E HIPERMERCADOS,VV,M0,IPC,"110371001",2023-10-20 00:00:00.000,6.99
664053,40270,EZITO,EZITO,MERCANTIL RODRIGUES LTDA,452,TOMATE FRESCO OU REFRIGERADO,,,BR,NE,BA,SDR,U,,SUPERMERCADOS E HIPERMERCADOS,VV,M0,IPC,"110371001",2023-10-10 00:00:00.000,6.99
664053,40270,EZITO,EZITO,MERCANTIL RODRIGUES LTDA,452,TOMATE FRESCO OU REFRIGERADO,,,BR,NE,BA,SDR,U,,SUPERMERCADOS E HIPERMERCADOS,VV,M0,IPC,"110371001",2023-04-20 00:00:00.000,7.75
664053,40270,EZITO,EZITO,MERCANTIL RODRIGUES LTDA,452,TOMATE FRESCO OU REFRIGERADO,,,BR,NE,BA,SDR,U,,SUPERMERCADOS E HIPERMERCADOS,VV,M0,IPC,"110371001",2023-02-20 00:00:00.000,10.45
664053,40270,EZITO,EZITO,MERCANTIL RODRIGUES LTDA,452,TOMATE FRESCO OU REFRIGERADO,,,BR,NE,BA,SDR,U,,SUPERMERCADOS E HIPERMERCADOS,VV,M0,IPC,"110371001",2022-08-20 00:00:00.000,3.99
664053,40270,EZITO,EZITO,MERCANTIL RODRIGUES LTDA,452,TOMATE FRESCO OU REFRIGERADO,,,BR,NE,BA,SDR,U,,SUPERMERCADOS E HIPERMERCADOS,VV,M0,IPC,"110371001",2022-08-10 00:00:00.000,6.45
664053,40270,EZITO,EZITO,MERCANTIL RODRIGUES LTDA,452,TOMATE FRESCO OU REFRIGERADO,,,BR,NE,BA,SDR,U,,SUPERMERCADOS E HIPERMERCADOS,VV,M0,IPC,"110371001",2022-07-20 00:00:00.000,7.99
664053,40270,EZITO,EZITO,MERCANTIL RODRIGUES LTDA,452,TOMATE FRESCO OU REFRIGERADO,,,BR,NE,BA,SDR,U,,SUPERMERCADOS E HIPERMERCADOS,VV,M0,IPC,"110371001",2022-07-10 00:00:00.000,8.49
236806,15958,NESIL,NESIL,BOMPRECO BAHIA SUPERMERCADOS LTDA,452,TOMATE FRESCO OU REFRIGERADO,,,BR,NE,BA,SDR,U,,SUPERMERCADOS E HIPERMERCADOS,VV,M2,IPC,"110371001",2023-12-02 00:00:00.000,9.89
236806,15958,NESIL,NESIL,BOMPRECO BAHIA SUPERMERCADOS LTDA,452,TOMATE FRESCO OU REFRIGERADO,,,BR,NE,BA,SDR,U,,SUPERMERCADOS E HIPERMERCADOS,VV,M2,IPC,"110371001",2023-11-12 00:00:00.000,8.19
236806,15958,NESIL,NESIL,BOMPRECO BAHIA SUPERMERCADOS LTDA,452,TOMATE FRESCO OU REFRIGERADO,,,BR,NE,BA,SDR,U,,SUPERMERCADOS E HIPERMERCADOS,VV,M2,IPC,"110371001",2023-11-22 00:00:00.000,6.99
236806,15958,NESIL,JUMEL,BOMPRECO BAHIA SUPERMERCADOS LTDA,452,TOMATE FRESCO OU REFRIGERADO,,,BR,NE,BA,SDR,U,,SUPERMERCADOS E HIPERMERCADOS,VV,M2,IPC,"110371001",2023-03-12 00:00:00.000,7.99
236806,15958,NESIL,JUMEL,BOMPRECO BAHIA SUPERMERCADOS LTDA,452,TOMATE FRESCO OU REFRIGERADO,,,BR,NE,BA,SDR,U,,SUPERMERCADOS E HIPERMERCADOS,VV,M2,IPC,"110371001",2023-02-02 00:00:00.000,6.99
236806,15958,NESIL,JUMEL,BOMPRECO BAHIA SUPERMERCADOS LTDA,452,TOMATE FRESCO OU REFRIGERADO,,,BR,NE,BA,SDR,U,,SUPERMERCADOS E HIPERMERCADOS,VV,M2,IPC,"110371001",2022-12-22 00:00:00.000,6.49
236806,15958,NESIL,JUMEL,BOMPRECO BAHIA SUPERMERCADOS LTDA,452,TOMATE FRESCO OU REFRIGERADO,,,BR,NE,BA,SDR,U,,SUPERMERCADOS E HIPERMERCADOS,VV,M2,IPC,"110371001",2022-09-22 00:00:00.000,5.89
236806,15958,NESIL,JUMEL,BOMPRECO BAHIA SUPERMERCADOS LTDA,452,TOMATE FRESCO OU REFRIGERADO,,,BR,NE,BA,SDR,U,,SUPERMERCADOS E HIPERMERCADOS,VV,M2,IPC,"110371001",2022-07-22 00:00:00.000,7.49
236806,15958,NESIL,JUMEL,BOMPRECO BAHIA SUPERMERCADOS LTDA,452,TOMATE FRESCO OU REFRIGERADO,,,BR,NE,BA,SDR,U,,SUPERMERCADOS E HIPERMERCADOS,VV,M2,IPC,"110371001",2022-03-12 00:00:00.000,9.19
236806,15958,NESIL,JUMEL,BOMPRECO BAHIA SUPERMERCADOS LTDA,452,TOMATE FRESCO OU REFRIGERADO,,,BR,NE,BA,SDR,U,,SUPERMERCADOS E HIPERMERCADOS,VV,M2,IPC,"110371001",2022-01-22 00:00:00.000,9.99
236806,15958,NESIL,CRIOL,BOMPRECO BAHIA SUPERMERCADOS LTDA,452,TOMATE FRESCO OU REFRIGERADO,,,BR,NE,BA,SDR,U,,SUPERMERCADOS E HIPERMERCADOS,VV,M2,IPC,"110371001",2022-01-02 00:00:00.000,6.85
236806,15958,NESIL,CRIOL,BOMPRECO BAHIA SUPERMERCADOS LTDA,452,TOMATE FRESCO OU REFRIGERADO,,,BR,NE,BA,SDR,U,,SUPERMERCADOS E HIPERMERCADOS,VV,M2,IPC,"110371001",2021-12-02 00:00:00.000,6.89
236806,15958,NESIL,CRIOL,BOMPRECO BAHIA SUPERMERCADOS LTDA,452,TOMATE FRESCO OU REFRIGERADO,,,BR,NE,BA,SDR,U,,SUPERMERCADOS E HIPERMERCADOS,VV,M2,IPC,"110371001",2021-11-22 00:00:00.000,6.9
1515108,85417,NESIL,NESIL,JUSSILENE A DA SILVA OLIVEIRA,452,TOMATE FRESCO OU REFRIGERADO,,,BR,NE,BA,SDR,U,,MERCEARIAS E QUITANDAS,VV,M2,IPC,"110371001",2023-12-02 00:00:00.000,3.99
1515108,85417,NESIL,NESIL,JUSSILENE A DA SILVA OLIVEIRA,452,TOMATE FRESCO OU REFRIGERADO,,,BR,NE,BA,SDR,U,,MERCEARIAS E QUITANDAS,VV,M2,IPC,"110371001",2023-11-22 00:00:00.000,4.99
1515108,85417,NESIL,NESIL,JUSSILENE A DA SILVA OLIVEIRA,452,TOMATE FRESCO OU REFRIGERADO,,,BR,NE,BA,SDR,U,,MERCEARIAS E QUITANDAS,VV,M2,IPC,"110371001",2023-04-22 00:00:00.000,5.99
1515108,85417,NESIL,JUMEL,JUSSILENE A DA SILVA OLIVEIRA,452,TOMATE FRESCO OU REFRIGERADO,,,BR,NE,BA,SDR,U,,MERCEARIAS E QUITANDAS,VV,M2,IPC,"110371001",2023-03-12 00:00:00.000,5.99
1515108,85417,NESIL,JUMEL,JUSSILENE A DA SILVA OLIVEIRA,452,TOMATE FRESCO OU REFRIGERADO,,,BR,NE,BA,SDR,U,,MERCEARIAS E QUITANDAS,VV,M2,IPC,"110371001",2023-01-12 00:00:00.000,5.99
1515108,85417,NESIL,JUMEL,JUSSILENE A DA SILVA OLIVEIRA,452,TOMATE FRESCO OU REFRIGERADO,,,BR,NE,BA,SDR,U,,MERCEARIAS E QUITANDAS,VV,M2,IPC,"110371001",2022-11-22 00:00:00.000,3.99
1515108,85417,NESIL,JUMEL,JUSSILENE A DA SILVA OLIVEIRA,452,TOMATE FRESCO OU REFRIGERADO,,,BR,NE,BA,SDR,U,,MERCEARIAS E QUITANDAS,VV,M2,IPC,"110371001",2022-09-12 00:00:00.000,3.99
1515108,85417,NESIL,JUMEL,JUSSILENE A DA SILVA OLIVEIRA,452,TOMATE FRESCO OU REFRIGERADO,,,BR,NE,BA,SDR,U,,MERCEARIAS E QUITANDAS,VV,M2,IPC,"110371001",2022-08-12 00:00:00.000,3.99
1515108,85417,NESIL,JUMEL,JUSSILENE A DA SILVA OLIVEIRA,452,TOMATE FRESCO OU REFRIGERADO,,,BR,NE,BA,SDR,U,,MERCEARIAS E QUITANDAS,VV,M2,IPC,"110371001",2022-07-22 00:00:00.000,4.99
1515108,85417,NESIL,JUMEL,JUSSILENE A DA SILVA OLIVEIRA,452,TOMATE FRESCO OU REFRIGERADO,,,BR,NE,BA,SDR,U,,MERCEARIAS E QUITANDAS,VV,M2,IPC,"110371001",2022-06-22 00:00:00.000,4.99
1515108,85417,NESIL,JUMEL,JUSSILENE A DA SILVA OLIVEIRA,452,TOMATE FRESCO OU REFRIGERADO,,,BR,NE,BA,SDR,U,,MERCEARIAS E QUITANDAS,VV,M2,IPC,"110371001",2022-01-22 00:00:00.000,7.99
1515108,85417,NESIL,CRIOL,JUSSILENE A DA SILVA OLIVEIRA,452,TOMATE FRESCO OU REFRIGERADO,,,BR,NE,BA,SDR,U,,MERCEARIAS E QUITANDAS,VV,M2,IPC,"110371001",2021-11-02 00:00:00.000,5.49
1540510,90912,NESIL,NESIL,BOMPRECO BAHIA SUPERMERCADOS LTDA,452,TOMATE FRESCO OU REFRIGERADO,,,BR,NE,BA,SDR,U,,SUPERMERCADOS E HIPERMERCADOS,VV,M6,IPC,"110371001",2023-11-06 00:00:00.000,8.39
1540510,90912,NESIL,NESIL,BOMPRECO BAHIA SUPERMERCADOS LTDA,452,TOMATE FRESCO OU REFRIGERADO,,,BR,NE,BA,SDR,U,,SUPERMERCADOS E HIPERMERCADOS,VV,M6,IPC,"110371001",2023-09-26 00:00:00.000,8.39
1540510,90912,NESIL,NESIL,BOMPRECO BAHIA SUPERMERCADOS LTDA,452,TOMATE FRESCO OU REFRIGERADO,,,BR,NE,BA,SDR,U,,SUPERMERCADOS E HIPERMERCADOS,VV,M6,IPC,"110371001",2023-06-06 00:00:00.000,7.69
1540510,90912,NESIL,NESIL,BOMPRECO BAHIA SUPERMERCADOS LTDA,452,TOMATE FRESCO OU REFRIGERADO,,,BR,NE,BA,SDR,U,,SUPERMERCADOS E HIPERMERCADOS,VV,M6,IPC,"110371001",2023-02-16 00:00:00.000,6.99
1540510,90912,NESIL,NESIL,BOMPRECO BAHIA SUPERMERCADOS LTDA,452,TOMATE FRESCO OU REFRIGERADO,,,BR,NE,BA,SDR,U,,SUPERMERCADOS E HIPERMERCADOS,VV,M6,IPC,"110371001",2022-10-06 00:00:00.000,5.89
1540510,90912,NESIL,NESIL,BOMPRECO BAHIA SUPERMERCADOS LTDA,452,TOMATE FRESCO OU REFRIGERADO,,,BR,NE,BA,SDR,U,,SUPERMERCADOS E HIPERMERCADOS,VV,M6,IPC,"110371001",2022-04-26 00:00:00.000,8.99
1519064,66942,JOELI,JOELI,LUIZ FELIPE MOTA LUSTOZA EIRELI,452,TOMATE FRESCO OU REFRIGERADO,,,BR,NE,BA,SDR,U,,SUPERMERCADOS E HIPERMERCADOS,VV,M4,IPC,"110371001",2023-06-14 00:00:00.000,6.29
1519064,66942,JOELI,JOELI,LUIZ FELIPE MOTA LUSTOZA EIRELI,452,TOMATE FRESCO OU REFRIGERADO,,,BR,NE,BA,SDR,U,,SUPERMERCADOS E HIPERMERCADOS,VV,M4,IPC,"110371001",2022-12-24 00:00:00.000,5.49
1519064,66942,JOELI,JOELI,LUIZ FELIPE MOTA LUSTOZA EIRELI,452,TOMATE FRESCO OU REFRIGERADO,,,BR,NE,BA,SDR,U,,SUPERMERCADOS E HIPERMERCADOS,VV,M4,IPC,"110371001",2022-12-04 00:00:00.000,3.49
1519064,66942,JOELI,JOELI,LUIZ FELIPE MOTA LUSTOZA EIRELI,452,TOMATE FRESCO OU REFRIGERADO,,,BR,NE,BA,SDR,U,,SUPERMERCADOS E HIPERMERCADOS,VV,M4,IPC,"110371001",2022-11-04 00:00:00.000,3.29
1519064,66942,JOELI,JOELI,LUIZ FELIPE MOTA LUSTOZA EIRELI,452,TOMATE FRESCO OU REFRIGERADO,,,BR,NE,BA,SDR,U,,SUPERMERCADOS E HIPERMERCADOS,VV,M4,IPC,"110371001",2022-09-24 00:00:00.000,3.99
